model,base_model,family,params_b,is_instruct,scheme,weight_bits,act_bits,num_type,method,benchmark,n_items,acc_before,acc_after,delta,orient_src,verified,family_raw,group,pred,lo,hi,inside_90,ae,ae_baseline
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,gpqa,448,62.63,62.12,-0.51,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.22492227979274615,0.12148102815177475
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,77.67,77.49,-0.18,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,True,0.13229999999999997,0.20851897184822527
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,63.4,63.65,0.25,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,True,0.2977,0.6385189718482253
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,87.26,86.73,-0.53,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,True,0.4823,0.14148102815177477
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,54.33,54.33,0.0,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,True,0.047700000000000006,0.38851897184822526
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,66.77,66.3,-0.47,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,True,0.42229999999999995,0.08148102815177471
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,56.27,56.88,0.61,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,True,0.6577,0.9985189718482252
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,mmlu_pro,12032,47.45,48.4,0.95,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,True,0.9976999999999999,1.338518971848225
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,ifeval,541,86.26,86.08,-0.18,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,True,0.13229999999999997,0.20851897184822527
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,bbh,6511,34.81,34.7,-0.11,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,True,0.062299999999999994,0.27851897184822527
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,math_lvl5,1324,52.14,59.39,7.25,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,False,7.2977,7.638518971848225
RedHatAI/Qwen3-30B-A3B-FP8-dynamic,Qwen3-30B-A3B,qwen3,30.0,0,fp8_dynamic,8,8,fp,rtn,gpqa,448,62.63,62.63,0.0,arith,1,qwen3,qwen3-30b-a3b,-0.047700000000000006,-1.44,1.3445999999999998,True,0.047700000000000006,0.38851897184822526
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-quantized.w4a16,Llama-3.1-Nemotron-70B-Instruct-HF,llama-3.1,70.0,1,w4a16,4,16,int,unknown,arc_challenge,1172,71.76,72.53,0.77,header_only,0,llama-3.1,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.5049222797927462,1.1585189718482254
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-quantized.w4a16,Llama-3.1-Nemotron-70B-Instruct-HF,llama-3.1,70.0,1,w4a16,4,16,int,unknown,gsm8k,1319,82.94,86.88,3.94,header_only,0,llama-3.1,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,False,4.674922279792746,4.328518971848225
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-quantized.w4a16,Llama-3.1-Nemotron-70B-Instruct-HF,llama-3.1,70.0,1,w4a16,4,16,int,unknown,hellaswag,10042,87.61,87.09,-0.52,header_only,0,llama-3.1,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.21492227979274614,0.13148102815177476
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-quantized.w4a16,Llama-3.1-Nemotron-70B-Instruct-HF,llama-3.1,70.0,1,w4a16,4,16,int,unknown,mmlu,14042,82.56,81.97,-0.59,header_only,0,llama-3.1,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.1449222797927462,0.2014810281517747
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-quantized.w4a16,Llama-3.1-Nemotron-70B-Instruct-HF,llama-3.1,70.0,1,w4a16,4,16,int,unknown,truthfulqa,817,64.85,64.01,-0.84,header_only,0,llama-3.1,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.10507772020725381,0.4514810281517747
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-quantized.w4a16,Llama-3.1-Nemotron-70B-Instruct-HF,llama-3.1,70.0,1,w4a16,4,16,int,unknown,winogrande,1267,83.82,84.37,0.55,header_only,0,llama-3.1,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.2849222797927462,0.9385189718482253
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-quantized.w4a16,Llama-3.1-Nemotron-70B-Instruct-HF,llama-3.1,70.0,1,w4a16,4,16,int,unknown,ifeval,541,74.3,72.02,-2.28,header_only,0,llama-3.1,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.5450777202072536,1.8914810281517744
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-quantized.w4a16,Llama-3.1-Nemotron-70B-Instruct-HF,llama-3.1,70.0,1,w4a16,4,16,int,unknown,bbh,6511,47.39,48.33,0.94,header_only,0,llama-3.1,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.674922279792746,1.3285189718482253
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-quantized.w4a16,Llama-3.1-Nemotron-70B-Instruct-HF,llama-3.1,70.0,1,w4a16,4,16,int,unknown,math_lvl5,1324,23.21,25.69,2.48,header_only,0,llama-3.1,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,False,3.214922279792746,2.8685189718482254
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-quantized.w4a16,Llama-3.1-Nemotron-70B-Instruct-HF,llama-3.1,70.0,1,w4a16,4,16,int,unknown,mmlu_pro,12032,43.45,43.57,0.12,header_only,0,llama-3.1,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.8549222797927462,0.5085189718482253
RedHatAI/NVIDIA-Nemotron-Nano-9B-v2-quantized.w4a16,NVIDIA-Nemotron-Nano-9B-v2,other,9.0,0,w4a16,4,16,int,gptq,gpqa,448,56.26,56.16,-0.1,arith,1,other,nemotron,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.6349222797927462,0.2885189718482253
