model,base_model,family,params_b,is_instruct,scheme,weight_bits,act_bits,num_type,method,benchmark,n_items,acc_before,acc_after,delta,orient_src,verified
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w4a16,4,16,int,gptq,winogrande,1267,78.1,78.0,-0.1,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w4a16,4,16,int,gptq,truthfulqa,817,54.5,52.8,-1.7,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w4a16,4,16,int,gptq,mmlu_pro,12032,30.8,28.8,-2.0,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w4a16,4,16,int,gptq,ifeval,541,77.9,76.3,-1.6,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w4a16,4,16,int,gptq,bbh,6511,30.1,28.9,-1.2,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w4a16,4,16,int,gptq,math_lvl5,1324,15.7,14.8,-0.9,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w4a16,4,16,int,gptq,gpqa,448,3.7,4.0,0.3,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w4a16,4,16,int,gptq,musr,756,7.6,6.3,-1.3,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w4a16,4,16,int,gptq,humaneval,164,67.3,67.1,-0.2,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w4a16,4,16,int,gptq,humaneval_plus,164,60.7,59.1,-1.6,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a16,8,16,int,gptq,hellaswag,10042,80.47,80.48,0.01,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a16,8,16,int,gptq,winogrande,1267,78.06,77.51,-0.55,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a16,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a16,8,16,int,gptq,truthfulqa,817,54.48,54.41,-0.07,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,arena_hard,500,25.8,27.2,1.4,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,mmlu,14042,68.3,67.8,-0.5,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,mmlu_cot,14042,72.8,72.2,-0.6,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,arc_challenge,1172,81.4,81.7,0.3,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,gsm8k,1319,82.8,84.8,2.0,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,hellaswag,10042,80.5,80.3,-0.2,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,winogrande,1267,78.1,78.5,0.4,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,truthfulqa,817,54.5,54.7,0.2,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,mmlu_pro,12032,30.8,30.9,0.1,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,ifeval,541,77.9,78.0,0.1,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,bbh,6511,30.1,31.0,0.9,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,math_lvl5,1324,15.7,15.5,-0.2,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,gpqa,448,3.7,5.4,1.7,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,musr,756,7.6,7.6,0.0,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,humaneval,164,67.3,67.1,-0.2,arith,1
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,Meta-Llama-3.1-8B-Instruct,llama-3.1,8.0,1,w8a8_int,8,8,int,gptq,humaneval_plus,164,60.7,60.0,-0.7,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a16,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a16,8,16,int,gptq,mmlu,14042,65.07,65.44,0.37,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a16,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a16,8,16,int,gptq,arc_challenge,1172,58.11,58.62,0.51,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a16,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a16,8,16,int,gptq,gsm8k,1319,50.64,49.66,-0.98,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a16,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a16,8,16,int,gptq,hellaswag,10042,82.3,82.21,-0.09,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a16,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a16,8,16,int,gptq,winogrande,1267,77.9,78.06,0.16,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a16,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a16,8,16,int,gptq,truthfulqa,817,44.15,43.61,-0.54,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a8,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a8_int,8,8,int,gptq,mmlu,14042,65.07,64.95,-0.12,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a8,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a8_int,8,8,int,gptq,arc_challenge,1172,58.11,58.62,0.51,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a8,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a8_int,8,8,int,gptq,gsm8k,1319,50.64,49.51,-1.13,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a8,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a8_int,8,8,int,gptq,hellaswag,10042,82.3,81.63,-0.67,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a8,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a8_int,8,8,int,gptq,winogrande,1267,77.9,78.22,0.32,arith,1
RedHatAI/Meta-Llama-3.1-8B-quantized.w8a8,Meta-Llama-3.1-8B,llama-3.1,8.0,0,w8a8_int,8,8,int,gptq,truthfulqa,817,44.15,43.36,-0.79,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-FP8,Mistral-7B-Instruct-v0.3,mistral,7.0,1,fp8,8,8,fp,rtn,mmlu,14042,61.84,61.63,-0.21,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-FP8,Mistral-7B-Instruct-v0.3,mistral,7.0,1,fp8,8,8,fp,rtn,arc_challenge,1172,63.57,63.73,0.16,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-FP8,Mistral-7B-Instruct-v0.3,mistral,7.0,1,fp8,8,8,fp,rtn,gsm8k,1319,49.05,47.54,-1.51,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-FP8,Mistral-7B-Instruct-v0.3,mistral,7.0,1,fp8,8,8,fp,rtn,hellaswag,10042,84.76,84.52,-0.24,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-FP8,Mistral-7B-Instruct-v0.3,mistral,7.0,1,fp8,8,8,fp,rtn,winogrande,1267,79.4,78.3,-1.1,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-FP8,Mistral-7B-Instruct-v0.3,mistral,7.0,1,fp8,8,8,fp,rtn,truthfulqa,817,59.37,59.4,0.03,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w4a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w4a16,4,16,int,unknown,mmlu,14042,61.84,60.83,-1.01,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w4a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w4a16,4,16,int,unknown,arc_challenge,1172,63.73,63.9,0.17,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w4a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w4a16,4,16,int,unknown,gsm8k,1319,49.27,43.36,-5.91,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w4a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w4a16,4,16,int,unknown,hellaswag,10042,84.84,84.07,-0.77,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w4a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w4a16,4,16,int,unknown,winogrande,1267,79.55,79.87,0.32,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w4a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w4a16,4,16,int,unknown,truthfulqa,817,59.33,58.47,-0.86,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w8a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w8a16,8,16,int,unknown,mmlu,14042,61.84,62.06,0.22,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w8a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w8a16,8,16,int,unknown,arc_challenge,1172,63.74,64.26,0.52,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w8a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w8a16,8,16,int,unknown,gsm8k,1319,49.28,50.42,1.14,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w8a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w8a16,8,16,int,unknown,hellaswag,10042,84.84,84.78,-0.06,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w8a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w8a16,8,16,int,unknown,winogrande,1267,79.56,79.48,-0.08,arith,1
RedHatAI/Mistral-7B-Instruct-v0.3-quantized.w8a16,Mistral-7B-Instruct-v0.3,mistral,7.0,1,w8a16,8,16,int,unknown,truthfulqa,817,59.33,59.48,0.15,arith,1
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,72.18,71.76,-0.42,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,90.14,89.01,-1.13,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,85.05,84.65,-0.4,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,mmlu,14042,80.69,80.55,-0.14,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,65.55,64.85,-0.7,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,winogrande,1267,83.11,82.48,-0.63,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,ifeval,541,73.27,73.53,0.26,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,bbh,6511,45.18,44.39,-0.79,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,mmlu_pro,12032,38.83,37.28,-1.55,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,math_lvl5,1324,6.35,2.99,-3.36,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,gpqa,448,8.29,6.97,-1.32,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,musr,756,7.84,8.04,0.2,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,arc_challenge,1172,72.18,71.16,-1.02,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,gsm8k,1319,90.14,89.69,-0.45,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,hellaswag,10042,85.05,84.43,-0.62,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,mmlu,14042,80.69,80.0,-0.69,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,truthfulqa,817,65.55,63.92,-1.63,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,winogrande,1267,83.11,82.24,-0.87,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,ifeval,541,73.27,74.37,1.1,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,bbh,6511,45.18,45.15,-0.03,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,mmlu_pro,12032,38.83,36.0,-2.83,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,gpqa,448,8.29,6.81,-1.48,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w4a16,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w4a16,4,16,int,unknown,musr,756,7.84,9.46,1.62,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w8a8,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,arc_challenge,1172,72.18,68.86,-3.32,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w8a8,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,gsm8k,1319,90.14,90.0,-0.14,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w8a8,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,hellaswag,10042,85.05,85.06,0.01,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w8a8,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,mmlu,14042,80.69,80.25,-0.44,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w8a8,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,truthfulqa,817,65.55,65.69,0.14,header_only,0
RedHatAI/Mistral-Small-24B-Instruct-2501-quantized.w8a8,Mistral-Small-24B-Instruct-2501,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,winogrande,1267,83.11,81.69,-1.42,header_only,0
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-FP8-dynamic,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,mmlu,14042,80.67,80.71,0.04,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-FP8-dynamic,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,72.78,72.87,0.09,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-FP8-dynamic,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,58.68,49.96,-8.72,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-FP8-dynamic,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,83.7,83.67,-0.03,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-FP8-dynamic,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,winogrande,1267,83.74,82.56,-1.18,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-FP8-dynamic,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,70.62,70.88,0.26,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-FP8-dynamic,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,mmlu_pro,12032,67.25,66.86,-0.39,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-FP8-dynamic,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,gpqa,448,45.96,45.45,-0.51,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-FP8-dynamic,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,humaneval,164,84.7,84.7,0.0,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-FP8-dynamic,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,fp8_dynamic,8,8,fp,rtn,humaneval_plus,164,79.5,79.3,-0.2,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w4a16,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w4a16,4,16,int,gptq,mmlu,14042,80.67,79.74,-0.93,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w4a16,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w4a16,4,16,int,gptq,arc_challenge,1172,72.78,72.18,-0.6,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w4a16,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w4a16,4,16,int,gptq,gsm8k,1319,58.68,59.59,0.91,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w4a16,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w4a16,4,16,int,gptq,hellaswag,10042,83.7,83.25,-0.45,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w4a16,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w4a16,4,16,int,gptq,winogrande,1267,83.74,83.43,-0.31,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w4a16,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w4a16,4,16,int,gptq,truthfulqa,817,70.62,69.56,-1.06,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w4a16,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w4a16,4,16,int,gptq,mmlu_pro,12032,67.25,66.56,-0.69,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w4a16,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w4a16,4,16,int,gptq,gpqa,448,42.63,47.1,4.47,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w4a16,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w4a16,4,16,int,gptq,humaneval,164,84.7,84.6,-0.1,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w4a16,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w4a16,4,16,int,gptq,humaneval_plus,164,79.5,79.9,0.4,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w8a8,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,mmlu,14042,80.67,80.4,-0.27,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w8a8,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,arc_challenge,1172,72.78,73.46,0.68,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w8a8,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,hellaswag,10042,83.7,82.26,-1.44,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w8a8,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,winogrande,1267,83.74,80.9,-2.84,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w8a8,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,truthfulqa,817,70.62,69.15,-1.47,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w8a8,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,mmlu_pro,12032,67.25,66.54,-0.71,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w8a8,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,gpqa,448,42.63,44.64,2.01,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w8a8,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,humaneval,164,84.7,84.2,-0.5,arith,1
RedHatAI/Mistral-Small-3.1-24B-Instruct-2503-quantized.w8a8,Mistral-Small-3.1-24B-Instruct-2503,mistral,24.0,1,w8a8_int,8,8,int,smoothquant+gptq,humaneval_plus,164,79.5,81.0,1.5,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,arc_challenge,1172,68.52,66.98,-1.54,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,gsm8k,1319,89.61,87.11,-2.5,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,hellaswag,10042,85.7,85.11,-0.59,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,mmlu,14042,81.06,79.43,-1.63,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,truthfulqa,817,61.35,60.34,-1.01,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,winogrande,1267,83.27,81.61,-1.66,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,bbh,6511,65.86,64.05,-1.81,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,mmlu_pro,12032,50.84,48.45,-2.39,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,musr,756,39.15,40.21,1.06,arith,1
