model,base_model,family,params_b,is_instruct,scheme,weight_bits,act_bits,num_type,method,benchmark,n_items,acc_before,acc_after,delta,orient_src,verified
RedHatAI/gemma-2-27b-it-quantized.w8a16,gemma-2-27b-it,gemma-2,27.0,1,w8a16,8,16,int,gptq,mmlu,14042,76.34,76.34,0.0,arith,1
RedHatAI/gemma-2-27b-it-quantized.w8a16,gemma-2-27b-it,gemma-2,27.0,1,w8a16,8,16,int,gptq,arc_challenge,1172,74.49,74.49,0.0,arith,1
RedHatAI/gemma-2-27b-it-quantized.w8a16,gemma-2-27b-it,gemma-2,27.0,1,w8a16,8,16,int,gptq,gsm8k,1319,21.0,20.32,-0.68,arith,1
RedHatAI/gemma-2-27b-it-quantized.w8a16,gemma-2-27b-it,gemma-2,27.0,1,w8a16,8,16,int,gptq,hellaswag,10042,86.03,86.04,0.01,arith,1
RedHatAI/gemma-2-27b-it-quantized.w8a16,gemma-2-27b-it,gemma-2,27.0,1,w8a16,8,16,int,gptq,winogrande,1267,77.98,77.74,-0.24,arith,1
RedHatAI/gemma-2-27b-it-quantized.w8a16,gemma-2-27b-it,gemma-2,27.0,1,w8a16,8,16,int,gptq,truthfulqa,817,64.6,64.51,-0.09,arith,1
RedHatAI/gemma-2-2b-it-FP8,gemma-2-2b-it,gemma-2,2.0,1,fp8,8,8,fp,rtn,mmlu,14042,56.93,56.87,-0.06,arith,1
RedHatAI/gemma-2-2b-it-FP8,gemma-2-2b-it,gemma-2,2.0,1,fp8,8,8,fp,rtn,arc_challenge,1172,57.76,57.25,-0.51,arith,1
RedHatAI/gemma-2-2b-it-FP8,gemma-2-2b-it,gemma-2,2.0,1,fp8,8,8,fp,rtn,gsm8k,1319,45.11,44.35,-0.76,arith,1
RedHatAI/gemma-2-2b-it-FP8,gemma-2-2b-it,gemma-2,2.0,1,fp8,8,8,fp,rtn,hellaswag,10042,71.22,70.87,-0.35,arith,1
RedHatAI/gemma-2-2b-it-FP8,gemma-2-2b-it,gemma-2,2.0,1,fp8,8,8,fp,rtn,winogrande,1267,68.67,68.11,-0.56,arith,1
RedHatAI/gemma-2-2b-it-FP8,gemma-2-2b-it,gemma-2,2.0,1,fp8,8,8,fp,rtn,truthfulqa,817,53.11,52.99,-0.12,arith,1
RedHatAI/gemma-2-2b-it-quantized.w4a16,gemma-2-2b-it,gemma-2,2.0,1,w4a16,4,16,int,gptq,mmlu,14042,56.93,55.98,-0.95,arith,1
RedHatAI/gemma-2-2b-it-quantized.w4a16,gemma-2-2b-it,gemma-2,2.0,1,w4a16,4,16,int,gptq,arc_challenge,1172,57.76,57.08,-0.68,arith,1
RedHatAI/gemma-2-2b-it-quantized.w4a16,gemma-2-2b-it,gemma-2,2.0,1,w4a16,4,16,int,gptq,gsm8k,1319,45.11,42.0,-3.11,arith,1
RedHatAI/gemma-2-2b-it-quantized.w4a16,gemma-2-2b-it,gemma-2,2.0,1,w4a16,4,16,int,gptq,hellaswag,10042,71.22,70.53,-0.69,arith,1
RedHatAI/gemma-2-2b-it-quantized.w4a16,gemma-2-2b-it,gemma-2,2.0,1,w4a16,4,16,int,gptq,winogrande,1267,68.67,68.35,-0.32,arith,1
RedHatAI/gemma-2-2b-it-quantized.w4a16,gemma-2-2b-it,gemma-2,2.0,1,w4a16,4,16,int,gptq,truthfulqa,817,53.11,52.57,-0.54,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a16,gemma-2-2b-it,gemma-2,2.0,1,w8a16,8,16,int,gptq,mmlu,14042,56.94,56.81,-0.13,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a16,gemma-2-2b-it,gemma-2,2.0,1,w8a16,8,16,int,gptq,arc_challenge,1172,58.87,58.7,-0.17,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a16,gemma-2-2b-it,gemma-2,2.0,1,w8a16,8,16,int,gptq,gsm8k,1319,44.81,44.88,0.07,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a16,gemma-2-2b-it,gemma-2,2.0,1,w8a16,8,16,int,gptq,hellaswag,10042,71.41,71.34,-0.07,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a16,gemma-2-2b-it,gemma-2,2.0,1,w8a16,8,16,int,gptq,winogrande,1267,68.82,69.46,0.64,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a16,gemma-2-2b-it,gemma-2,2.0,1,w8a16,8,16,int,gptq,truthfulqa,817,53.22,53.13,-0.09,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a8,gemma-2-2b-it,gemma-2,2.0,1,w8a8_int,8,8,int,gptq,mmlu,14042,56.94,56.64,-0.3,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a8,gemma-2-2b-it,gemma-2,2.0,1,w8a8_int,8,8,int,gptq,arc_challenge,1172,58.87,56.74,-2.13,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a8,gemma-2-2b-it,gemma-2,2.0,1,w8a8_int,8,8,int,gptq,gsm8k,1319,44.81,43.97,-0.84,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a8,gemma-2-2b-it,gemma-2,2.0,1,w8a8_int,8,8,int,gptq,hellaswag,10042,71.41,71.18,-0.23,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a8,gemma-2-2b-it,gemma-2,2.0,1,w8a8_int,8,8,int,gptq,winogrande,1267,68.82,68.59,-0.23,arith,1
RedHatAI/gemma-2-2b-it-quantized.w8a8,gemma-2-2b-it,gemma-2,2.0,1,w8a8_int,8,8,int,gptq,truthfulqa,817,53.22,53.19,-0.03,arith,1
RedHatAI/gemma-2-2b-quantized.w8a16,gemma-2-2b,gemma-2,2.0,0,w8a16,8,16,int,gptq,mmlu,14042,53.01,52.86,-0.15,arith,1
RedHatAI/gemma-2-2b-quantized.w8a16,gemma-2-2b,gemma-2,2.0,0,w8a16,8,16,int,gptq,arc_challenge,1172,53.92,54.27,0.35,arith,1
RedHatAI/gemma-2-2b-quantized.w8a16,gemma-2-2b,gemma-2,2.0,0,w8a16,8,16,int,gptq,gsm8k,1319,24.03,23.81,-0.22,arith,1
RedHatAI/gemma-2-2b-quantized.w8a16,gemma-2-2b,gemma-2,2.0,0,w8a16,8,16,int,gptq,hellaswag,10042,74.74,74.56,-0.18,arith,1
RedHatAI/gemma-2-2b-quantized.w8a16,gemma-2-2b,gemma-2,2.0,0,w8a16,8,16,int,gptq,winogrande,1267,70.96,70.56,-0.4,arith,1
RedHatAI/gemma-2-2b-quantized.w8a16,gemma-2-2b,gemma-2,2.0,0,w8a16,8,16,int,gptq,truthfulqa,817,36.29,36.15,-0.14,arith,1
RedHatAI/gemma-2-9b-it-FP8,gemma-2-9b-it,gemma-2,9.0,1,fp8,8,8,fp,rtn,mmlu,14042,72.28,71.99,-0.29,arith,1
RedHatAI/gemma-2-9b-it-FP8,gemma-2-9b-it,gemma-2,9.0,1,fp8,8,8,fp,rtn,arc_challenge,1172,71.5,71.5,0.0,arith,1
RedHatAI/gemma-2-9b-it-FP8,gemma-2-9b-it,gemma-2,9.0,1,fp8,8,8,fp,rtn,hellaswag,10042,81.91,81.7,-0.21,arith,1
RedHatAI/gemma-2-9b-it-FP8,gemma-2-9b-it,gemma-2,9.0,1,fp8,8,8,fp,rtn,winogrande,1267,77.11,78.37,1.26,arith,1
RedHatAI/gemma-2-9b-it-FP8,gemma-2-9b-it,gemma-2,9.0,1,fp8,8,8,fp,rtn,truthfulqa,817,60.32,60.52,0.2,arith,1
RedHatAI/gemma-2-9b-it-quantized.w4a16,gemma-2-9b-it,gemma-2,9.0,1,w4a16,4,16,int,gptq,mmlu,14042,72.28,71.36,-0.92,arith,1
RedHatAI/gemma-2-9b-it-quantized.w4a16,gemma-2-9b-it,gemma-2,9.0,1,w4a16,4,16,int,gptq,arc_challenge,1172,71.5,70.98,-0.52,arith,1
RedHatAI/gemma-2-9b-it-quantized.w4a16,gemma-2-9b-it,gemma-2,9.0,1,w4a16,4,16,int,gptq,gsm8k,1319,76.26,79.83,3.57,arith,1
RedHatAI/gemma-2-9b-it-quantized.w4a16,gemma-2-9b-it,gemma-2,9.0,1,w4a16,4,16,int,gptq,hellaswag,10042,81.91,81.29,-0.62,arith,1
RedHatAI/gemma-2-9b-it-quantized.w4a16,gemma-2-9b-it,gemma-2,9.0,1,w4a16,4,16,int,gptq,winogrande,1267,77.11,78.29,1.18,arith,1
RedHatAI/gemma-2-9b-it-quantized.w4a16,gemma-2-9b-it,gemma-2,9.0,1,w4a16,4,16,int,gptq,truthfulqa,817,60.32,59.97,-0.35,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a16,gemma-2-9b-it,gemma-2,9.0,1,w8a16,8,16,int,gptq,mmlu,14042,72.29,72.4,0.11,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a16,gemma-2-9b-it,gemma-2,9.0,1,w8a16,8,16,int,gptq,arc_challenge,1172,71.08,71.33,0.25,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a16,gemma-2-9b-it,gemma-2,9.0,1,w8a16,8,16,int,gptq,gsm8k,1319,79.3,79.23,-0.07,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a16,gemma-2-9b-it,gemma-2,9.0,1,w8a16,8,16,int,gptq,hellaswag,10042,81.93,81.93,0.0,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a16,gemma-2-9b-it,gemma-2,9.0,1,w8a16,8,16,int,gptq,winogrande,1267,77.98,77.74,-0.24,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a16,gemma-2-9b-it,gemma-2,9.0,1,w8a16,8,16,int,gptq,truthfulqa,817,60.21,60.2,-0.01,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a8,gemma-2-9b-it,gemma-2,9.0,1,w8a8_int,8,8,int,gptq,mmlu,14042,72.29,71.9,-0.39,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a8,gemma-2-9b-it,gemma-2,9.0,1,w8a8_int,8,8,int,gptq,arc_challenge,1172,71.08,71.42,0.34,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a8,gemma-2-9b-it,gemma-2,9.0,1,w8a8_int,8,8,int,gptq,gsm8k,1319,79.3,78.85,-0.45,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a8,gemma-2-9b-it,gemma-2,9.0,1,w8a8_int,8,8,int,gptq,hellaswag,10042,81.93,81.6,-0.33,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a8,gemma-2-9b-it,gemma-2,9.0,1,w8a8_int,8,8,int,gptq,winogrande,1267,77.98,78.37,0.39,arith,1
RedHatAI/gemma-2-9b-it-quantized.w8a8,gemma-2-9b-it,gemma-2,9.0,1,w8a8_int,8,8,int,gptq,truthfulqa,817,60.21,60.12,-0.09,arith,1
RedHatAI/granite-3.1-2b-base-FP8-dynamic,granite-3.1-2b-base,granite,2.0,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,53.75,53.5,-0.25,arith,1
RedHatAI/granite-3.1-2b-base-FP8-dynamic,granite-3.1-2b-base,granite,2.0,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,47.84,46.1,-1.74,arith,1
RedHatAI/granite-3.1-2b-base-FP8-dynamic,granite-3.1-2b-base,granite,2.0,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,77.94,77.76,-0.18,arith,1
RedHatAI/granite-3.1-2b-base-FP8-dynamic,granite-3.1-2b-base,granite,2.0,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,52.88,52.61,-0.27,arith,1
RedHatAI/granite-3.1-2b-base-FP8-dynamic,granite-3.1-2b-base,granite,2.0,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,39.04,39.84,0.8,arith,1
RedHatAI/granite-3.1-2b-base-FP8-dynamic,granite-3.1-2b-base,granite,2.0,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,74.43,74.43,0.0,arith,1
RedHatAI/granite-3.1-2b-base-FP8-dynamic,granite-3.1-2b-base,granite,2.0,0,fp8_dynamic,8,8,fp,rtn,humaneval,164,30.0,30.4,0.4,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w4a16,granite-3.1-2b-base,granite,2.0,0,w4a16,4,16,int,unknown,arc_challenge,1172,53.75,51.96,-1.79,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w4a16,granite-3.1-2b-base,granite,2.0,0,w4a16,4,16,int,unknown,gsm8k,1319,47.84,42.53,-5.31,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w4a16,granite-3.1-2b-base,granite,2.0,0,w4a16,4,16,int,unknown,hellaswag,10042,77.94,75.38,-2.56,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w4a16,granite-3.1-2b-base,granite,2.0,0,w4a16,4,16,int,unknown,mmlu,14042,52.88,51.09,-1.79,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w4a16,granite-3.1-2b-base,granite,2.0,0,w4a16,4,16,int,unknown,truthfulqa,817,39.04,41.35,2.31,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w4a16,granite-3.1-2b-base,granite,2.0,0,w4a16,4,16,int,unknown,winogrande,1267,74.43,74.27,-0.16,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w4a16,granite-3.1-2b-base,granite,2.0,0,w4a16,4,16,int,unknown,humaneval,164,30.0,29.8,-0.2,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w8a8,granite-3.1-2b-base,granite,2.0,0,w8a8_int,8,8,int,smoothquant,arc_challenge,1172,53.75,54.01,0.26,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w8a8,granite-3.1-2b-base,granite,2.0,0,w8a8_int,8,8,int,smoothquant,gsm8k,1319,47.84,46.55,-1.29,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w8a8,granite-3.1-2b-base,granite,2.0,0,w8a8_int,8,8,int,smoothquant,hellaswag,10042,77.94,77.94,0.0,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w8a8,granite-3.1-2b-base,granite,2.0,0,w8a8_int,8,8,int,smoothquant,mmlu,14042,52.88,52.34,-0.54,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w8a8,granite-3.1-2b-base,granite,2.0,0,w8a8_int,8,8,int,smoothquant,truthfulqa,817,39.04,38.12,-0.92,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w8a8,granite-3.1-2b-base,granite,2.0,0,w8a8_int,8,8,int,smoothquant,winogrande,1267,74.43,74.35,-0.08,arith,1
RedHatAI/granite-3.1-2b-base-quantized.w8a8,granite-3.1-2b-base,granite,2.0,0,w8a8_int,8,8,int,smoothquant,humaneval,164,30.0,29.6,-0.4,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,55.63,55.03,-0.6,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,60.96,61.49,0.53,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,75.21,75.26,0.05,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,mmlu,14042,54.38,54.24,-0.14,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,55.93,55.42,-0.51,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,winogrande,1267,69.67,69.61,-0.06,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,ifeval,541,67.99,66.79,-1.2,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,bbh,6511,44.11,44.24,0.13,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,math_lvl5,1324,8.66,7.89,-0.77,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,gpqa,448,28.3,26.9,-1.4,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,musr,756,35.12,35.12,0.0,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,mmlu_pro,12032,26.87,28.33,1.46,arith,1
RedHatAI/granite-3.1-2b-instruct-FP8-dynamic,granite-3.1-2b-instruct,granite,2.0,1,fp8_dynamic,8,8,fp,rtn,humaneval,164,53.4,54.9,1.5,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,arc_challenge,1172,55.63,54.18,-1.45,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,gsm8k,1319,60.96,62.85,1.89,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,hellaswag,10042,75.21,73.36,-1.85,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,mmlu,14042,54.38,52.17,-2.21,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,truthfulqa,817,55.93,56.83,0.9,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,winogrande,1267,69.67,69.85,0.18,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,ifeval,541,67.99,67.63,-0.36,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,bbh,6511,44.11,43.22,-0.89,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,math_lvl5,1324,8.66,8.77,0.11,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,gpqa,448,28.3,28.56,0.26,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,musr,756,35.12,35.26,0.14,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,mmlu_pro,12032,26.87,27.27,0.4,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w4a16,granite-3.1-2b-instruct,granite,2.0,1,w4a16,4,16,int,unknown,humaneval,164,53.4,52.3,-1.1,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,arc_challenge,1172,55.63,55.12,-0.51,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,gsm8k,1319,60.96,60.58,-0.38,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,hellaswag,10042,75.21,74.6,-0.61,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,mmlu,14042,54.38,54.12,-0.26,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,truthfulqa,817,55.93,54.87,-1.06,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,winogrande,1267,69.67,70.8,1.13,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,ifeval,541,67.99,67.03,-0.96,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,bbh,6511,44.11,43.53,-0.58,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,math_lvl5,1324,8.66,8.04,-0.62,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,gpqa,448,28.3,27.6,-0.7,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,musr,756,35.12,34.58,-0.54,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,mmlu_pro,12032,26.87,26.89,0.02,arith,1
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,granite-3.1-2b-instruct,granite,2.0,1,w8a8_int,8,8,int,smoothquant,humaneval,164,53.4,54.9,1.5,arith,1
RedHatAI/granite-3.1-8b-base-FP8-dynamic,granite-3.1-8b-base,granite,8.0,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,64.68,64.16,-0.52,arith,1
RedHatAI/granite-3.1-8b-base-FP8-dynamic,granite-3.1-8b-base,granite,8.0,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,60.88,58.45,-2.43,arith,1
RedHatAI/granite-3.1-8b-base-FP8-dynamic,granite-3.1-8b-base,granite,8.0,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,83.52,83.46,-0.06,arith,1
RedHatAI/granite-3.1-8b-base-FP8-dynamic,granite-3.1-8b-base,granite,8.0,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,63.33,63.35,0.02,arith,1
RedHatAI/granite-3.1-8b-base-FP8-dynamic,granite-3.1-8b-base,granite,8.0,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,51.33,51.56,0.23,arith,1
RedHatAI/granite-3.1-8b-base-FP8-dynamic,granite-3.1-8b-base,granite,8.0,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,80.9,80.66,-0.24,arith,1
RedHatAI/granite-3.1-8b-base-FP8-dynamic,granite-3.1-8b-base,granite,8.0,0,fp8_dynamic,8,8,fp,rtn,humaneval,164,44.1,44.8,0.7,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w4a16,granite-3.1-8b-base,granite,8.0,0,w4a16,4,16,int,unknown,arc_challenge,1172,64.68,62.37,-2.31,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w4a16,granite-3.1-8b-base,granite,8.0,0,w4a16,4,16,int,unknown,gsm8k,1319,60.88,54.89,-5.99,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w4a16,granite-3.1-8b-base,granite,8.0,0,w4a16,4,16,int,unknown,hellaswag,10042,83.52,82.53,-0.99,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w4a16,granite-3.1-8b-base,granite,8.0,0,w4a16,4,16,int,unknown,mmlu,14042,63.33,62.78,-0.55,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w4a16,granite-3.1-8b-base,granite,8.0,0,w4a16,4,16,int,unknown,truthfulqa,817,51.33,51.3,-0.03,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w4a16,granite-3.1-8b-base,granite,8.0,0,w4a16,4,16,int,unknown,winogrande,1267,80.9,79.24,-1.66,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w4a16,granite-3.1-8b-base,granite,8.0,0,w4a16,4,16,int,unknown,humaneval,164,44.1,40.7,-3.4,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w8a8,granite-3.1-8b-base,granite,8.0,0,w8a8_int,8,8,int,smoothquant,arc_challenge,1172,64.68,64.25,-0.43,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w8a8,granite-3.1-8b-base,granite,8.0,0,w8a8_int,8,8,int,smoothquant,gsm8k,1319,60.88,60.5,-0.38,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w8a8,granite-3.1-8b-base,granite,8.0,0,w8a8_int,8,8,int,smoothquant,hellaswag,10042,83.52,83.22,-0.3,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w8a8,granite-3.1-8b-base,granite,8.0,0,w8a8_int,8,8,int,smoothquant,mmlu,14042,63.33,63.16,-0.17,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w8a8,granite-3.1-8b-base,granite,8.0,0,w8a8_int,8,8,int,smoothquant,truthfulqa,817,51.33,52.59,1.26,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w8a8,granite-3.1-8b-base,granite,8.0,0,w8a8_int,8,8,int,smoothquant,winogrande,1267,80.9,80.11,-0.79,arith,1
RedHatAI/granite-3.1-8b-base-quantized.w8a8,granite-3.1-8b-base,granite,8.0,0,w8a8_int,8,8,int,smoothquant,humaneval,164,44.1,43.1,-1.0,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,66.81,66.81,0.0,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,64.52,66.64,2.12,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,84.18,84.16,-0.02,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,mmlu,14042,65.52,65.36,-0.16,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,60.57,60.52,-0.05,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,winogrande,1267,80.19,79.95,-0.24,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,ifeval,541,74.1,73.62,-0.48,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,bbh,6511,53.19,53.26,0.07,arith,1
